"view_history","rt","trial_type_label","trial_type","trial_index","time_elapsed","internal_node_id","participant_id","stimulus","response","no","exp_id","condition","item_type","item_id","is_practice","word","word_index","word_count","too_fast","correct_answer","response_label","correct"
"","1300","feedback","html-keyboard-response","10","34614","0.0-10.0","4qcemy4k","<div class=""comprehension-box"">
                    <p class=""feedback-correct"">Correct!</p>
                    <p style=""margin-top:20px; font-size:16px; color:#555;"">
                    Press <span class=""key-label"">SPACE</span> to continue.
                    </p>
                </div>"," ","P1","practice","practice","practice","p1","1","","","","","","",""
"","null","fixation","html-keyboard-response","11","35116","0.0-11.0","4qcemy4k","<span class=""fixation"">+</span>","null","P2","practice","practice","practice","p2","1","","","","","","",""
"","604","prompt","html-keyboard-response","12","35721","0.0-12.0","4qcemy4k","<div class=""spr-display"">--- ------ - --- ----- -- --- -------</div>
                <p style=""font-size:18px; color:#555; margin-top:20px;"">
                    Press <span class=""key-label"">SPACE</span> to begin reading.
                </p>"," ","P2","practice","practice","practice","p2","1","","","","","","",""
"","404","spr_word","html-keyboard-response","13","36127","0.0-13.0","4qcemy4k","<div class=""spr-display"">She ------ - --- ----- -- --- -------</div>"," ","P2","practice","practice","practice","p2","1","She","0","8","false","","",""
"","304","spr_word","html-keyboard-response","14","36433","0.0-14.0","4qcemy4k","<div class=""spr-display"">She bought - --- ----- -- --- -------</div>"," ","P2","practice","practice","practice","p2","1","bought","1","8","false","","",""
"","296","spr_word","html-keyboard-response","15","36730","0.0-15.0","4qcemy4k","<div class=""spr-display"">She bought a --- ----- -- --- -------</div>"," ","P2","practice","practice","practice","p2","1","a","2","8","false","","",""
"","217","spr_word","html-keyboard-response","16","36948","0.0-16.0","4qcemy4k","<div class=""spr-display"">She bought a red ----- -- --- -------</div>"," ","P2","practice","practice","practice","p2","1","red","3","8","false","","",""
"","225","spr_word","html-keyboard-response","17","37174","0.0-17.0","4qcemy4k","<div class=""spr-display"">She bought a red dress -- --- -------</div>"," ","P2","practice","practice","practice","p2","1","dress","4","8","false","","",""
"","407","spr_word","html-keyboard-response","18","37582","0.0-18.0","4qcemy4k","<div class=""spr-display"">She bought a red dress at --- -------</div>"," ","P2","practice","practice","practice","p2","1","at","5","8","false","","",""
"","4704","spr_word","html-keyboard-response","19","42288","0.0-19.0","4qcemy4k","<div class=""spr-display"">She bought a red dress at the -------</div>"," ","P2","practice","practice","practice","p2","1","the","6","8","false","","",""
"","3031","spr_word","html-keyboard-response","20","45321","0.0-20.0","4qcemy4k","<div class=""spr-display"">She bought a red dress at the market.</div>"," ","P2","practice","practice","practice","p2","1","market.","7","8","false","","",""
"","2122","comprehension","html-keyboard-response","21","47444","0.0-21.0","4qcemy4k","<div class=""comprehension-box"">
                    <p>Did she buy something blue?</p>
                    <p>Press <span class=""key-label"">F</span> for <strong>Yes</strong> &nbsp;|&nbsp;
                    Press <span class=""key-label"">J</span> for <strong>No</strong></p>
                </div>","j","P2","practice","practice","practice","p2","1","","","","","j","No","true"
"","855","feedback","html-keyboard-response","22","48300","0.0-22.0","4qcemy4k","<div class=""comprehension-box"">
                    <p class=""feedback-correct"">Correct!</p>
                    <p style=""margin-top:20px; font-size:16px; color:#555;"">
                    Press <span class=""key-label"">SPACE</span> to continue.
                    </p>
                </div>"," ","P2","practice","practice","practice","p2","1","","","","","","",""
"","null","fixation","html-keyboard-response","23","48801","0.0-23.0","4qcemy4k","<span class=""fixation"">+</span>","null","P3","practice","practice","practice","p3","1","","","","","","",""
"","776","prompt","html-keyboard-response","24","49578","0.0-24.0","4qcemy4k","<div class=""spr-display"">--- -------- ------ -------- -- --- ---- ----- -------</div>
                <p style=""font-size:18px; color:#555; margin-top:20px;"">
                    Press <span class=""key-label"">SPACE</span> to begin reading.
                </p>"," ","P3","practice","practice","practice","p3","1","","","","","","",""
"","382","spr_word","html-keyboard-response","25","49962","0.0-25.0","4qcemy4k","<div class=""spr-display"">The -------- ------ -------- -- --- ---- ----- -------</div>"," ","P3","practice","practice","practice","p3","1","The","0","9","false","","",""
"","236","spr_word","html-keyboard-response","26","50199","0.0-26.0","4qcemy4k","<div class=""spr-display"">The children ------ -------- -- --- ---- ----- -------</div>"," ","P3","practice","practice","practice","p3","1","children","1","9","false","","",""
"","247","spr_word","html-keyboard-response","27","50447","0.0-27.0","4qcemy4k","<div class=""spr-display"">The children played -------- -- --- ---- ----- -------</div>"," ","P3","practice","practice","practice","p3","1","played","2","9","false","","",""
"","361","spr_word","html-keyboard-response","28","50809","0.0-28.0","4qcemy4k","<div class=""spr-display"">The children played football -- --- ---- ----- -------</div>"," ","P3","practice","practice","practice","p3","1","football","3","9","false","","",""
"","286","spr_word","html-keyboard-response","29","51097","0.0-29.0","4qcemy4k","<div class=""spr-display"">The children played football in --- ---- ----- -------</div>"," ","P3","practice","practice","practice","p3","1","in","4","9","false","","",""
"","235","spr_word","html-keyboard-response","30","51334","0.0-30.0","4qcemy4k","<div class=""spr-display"">The children played football in the ---- ----- -------</div>"," ","P3","practice","practice","practice","p3","1","the","5","9","false","","",""
"","352","spr_word","html-keyboard-response","31","51687","0.0-31.0","4qcemy4k","<div class=""spr-display"">The children played football in the park ----- -------</div>"," ","P3","practice","practice","practice","p3","1","park","6","9","false","","",""
"","1156","spr_word","html-keyboard-response","32","52844","0.0-32.0","4qcemy4k","<div class=""spr-display"">The children played football in the park after -------</div>"," ","P3","practice","practice","practice","p3","1","after","7","9","false","","",""
"","1059","spr_word","html-keyboard-response","33","53905","0.0-33.0","4qcemy4k","<div class=""spr-display"">The children played football in the park after school.</div>"," ","P3","practice","practice","practice","p3","1","school.","8","9","false","","",""
"","2050","comprehension","html-keyboard-response","34","55956","0.0-34.0","4qcemy4k","<div class=""comprehension-box"">
                    <p>Were the children outdoors?</p>
                    <p>Press <span class=""key-label"">F</span> for <strong>Yes</strong> &nbsp;|&nbsp;
                    Press <span class=""key-label"">J</span> for <strong>No</strong></p>
                </div>","f","P3","practice","practice","practice","p3","1","","","","","f","Yes","true"
"","653","feedback","html-keyboard-response","35","56611","0.0-35.0","4qcemy4k","<div class=""comprehension-box"">
                    <p class=""feedback-correct"">Correct!</p>
                    <p style=""margin-top:20px; font-size:16px; color:#555;"">
                    Press <span class=""key-label"">SPACE</span> to continue.
                    </p>
                </div>"," ","P3","practice","practice","practice","p3","1","","","","","","",""
"","null","fixation","html-keyboard-response","36","57113","0.0-36.0","4qcemy4k","<span class=""fixation"">+</span>","null","P4","practice","practice","practice","p4","1","","","","","","",""
"","440","prompt","html-keyboard-response","37","57554","0.0-37.0","4qcemy4k","<div class=""spr-display"">-- --- --- ---- -- --- ------- ----- ------ --------</div>
                <p style=""font-size:18px; color:#555; margin-top:20px;"">
                    Press <span class=""key-label"">SPACE</span> to begin reading.
                </p>"," ","P4","practice","practice","practice","p4","1","","","","","","",""
"","158","spr_word","html-keyboard-response","38","57714","0.0-38.0","4qcemy4k","<div class=""spr-display"">He --- --- ---- -- --- ------- ----- ------ --------</div>"," ","P4","practice","practice","practice","p4","1","He","0","10","false","","",""
"","164","spr_word","html-keyboard-response","39","57880","0.0-39.0","4qcemy4k","<div class=""spr-display"">He put --- ---- -- --- ------- ----- ------ --------</div>"," ","P4","practice","practice","practice","p4","1","put","1","10","false","","",""
"","160","spr_word","html-keyboard-response","40","58041","0.0-40.0","4qcemy4k","<div class=""spr-display"">He put his ---- -- --- ------- ----- ------ --------</div>"," ","P4","practice","practice","practice","p4","1","his","2","10","false","","",""
"","156","spr_word","html-keyboard-response","41","58198","0.0-41.0","4qcemy4k","<div class=""spr-display"">He put his keys -- --- ------- ----- ------ --------</div>"," ","P4","practice","practice","practice","p4","1","keys","3","10","false","","",""
"","155","spr_word","html-keyboard-response","42","58355","0.0-42.0","4qcemy4k","<div class=""spr-display"">He put his keys on --- ------- ----- ------ --------</div>"," ","P4","practice","practice","practice","p4","1","on","4","10","false","","",""
"","152","spr_word","html-keyboard-response","43","58509","0.0-43.0","4qcemy4k","<div class=""spr-display"">He put his keys on the ------- ----- ------ --------</div>"," ","P4","practice","practice","practice","p4","1","the","5","10","false","","",""
"","155","spr_word","html-keyboard-response","44","58665","0.0-44.0","4qcemy4k","<div class=""spr-display"">He put his keys on the kitchen ----- ------ --------</div>"," ","P4","practice","practice","practice","p4","1","kitchen","6","10","false","","",""
"","149","spr_word","html-keyboard-response","45","58815","0.0-45.0","4qcemy4k","<div class=""spr-display"">He put his keys on the kitchen table ------ --------</div>"," ","P4","practice","practice","practice","p4","1","table","7","10","false","","",""
"","806","spr_word","html-keyboard-response","46","59622","0.0-46.0","4qcemy4k","<div class=""spr-display"">He put his keys on the kitchen table before --------</div>"," ","P4","practice","practice","practice","p4","1","before","8","10","false","","",""
"","2741","spr_word","html-keyboard-response","47","62365","0.0-47.0","4qcemy4k","<div class=""spr-display"">He put his keys on the kitchen table before leaving.</div>"," ","P4","practice","practice","practice","p4","1","leaving.","9","10","false","","",""
"","1973","comprehension","html-keyboard-response","48","64339","0.0-48.0","4qcemy4k","<div class=""comprehension-box"">
                    <p>Did he lose his keys?</p>
                    <p>Press <span class=""key-label"">F</span> for <strong>Yes</strong> &nbsp;|&nbsp;
                    Press <span class=""key-label"">J</span> for <strong>No</strong></p>
                </div>","j","P4","practice","practice","practice","p4","1","","","","","j","No","true"
"","1642","feedback","html-keyboard-response","49","65982","0.0-49.0","4qcemy4k","<div class=""comprehension-box"">
                    <p class=""feedback-correct"">Correct!</p>
                    <p style=""margin-top:20px; font-size:16px; color:#555;"">
                    Press <span class=""key-label"">SPACE</span> to continue.
                    </p>
                </div>"," ","P4","practice","practice","practice","p4","1","","","","","","",""
"","null","fixation","html-keyboard-response","50","66484","0.0-50.0","4qcemy4k","<span class=""fixation"">+</span>","null","P5","practice","practice","practice","p5","1","","","","","","",""
"","435","prompt","html-keyboard-response","51","66921","0.0-51.0","4qcemy4k","<div class=""spr-display"">--- --- ------- ------- -- ---- --- --------</div>
                <p style=""font-size:18px; color:#555; margin-top:20px;"">
                    Press <span class=""key-label"">SPACE</span> to begin reading.
                </p>"," ","P5","practice","practice","practice","p5","1","","","","","","",""
"","249","spr_word","html-keyboard-response","52","67171","0.0-52.0","4qcemy4k","<div class=""spr-display"">The --- ------- ------- -- ---- --- --------</div>"," ","P5","practice","practice","practice","p5","1","The","0","8","false","","",""
"","223","spr_word","html-keyboard-response","53","67396","0.0-53.0","4qcemy4k","<div class=""spr-display"">The old ------- ------- -- ---- --- --------</div>"," ","P5","practice","practice","practice","p5","1","old","1","8","false","","",""
"","241","spr_word","html-keyboard-response","54","67638","0.0-54.0","4qcemy4k","<div class=""spr-display"">The old library ------- -- ---- --- --------</div>"," ","P5","practice","practice","practice","p5","1","library","2","8","false","","",""
"","253","spr_word","html-keyboard-response","55","67892","0.0-55.0","4qcemy4k","<div class=""spr-display"">The old library smelled -- ---- --- --------</div>"," ","P5","practice","practice","practice","p5","1","smelled","3","8","false","","",""
"","311","spr_word","html-keyboard-response","56","68205","0.0-56.0","4qcemy4k","<div class=""spr-display"">The old library smelled of ---- --- --------</div>"," ","P5","practice","practice","practice","p5","1","of","4","8","false","","",""
"","310","spr_word","html-keyboard-response","57","68516","0.0-57.0","4qcemy4k","<div class=""spr-display"">The old library smelled of dust --- --------</div>"," ","P5","practice","practice","practice","p5","1","dust","5","8","false","","",""
"","320","spr_word","html-keyboard-response","58","68837","0.0-58.0","4qcemy4k","<div class=""spr-display"">The old library smelled of dust and --------</div>"," ","P5","practice","practice","practice","p5","1","and","6","8","false","","",""
"","1401","spr_word","html-keyboard-response","59","70240","0.0-59.0","4qcemy4k","<div class=""spr-display"">The old library smelled of dust and leather.</div>"," ","P5","practice","practice","practice","p5","1","leather.","7","8","false","","",""
"","1874","comprehension","html-keyboard-response","60","72115","0.0-60.0","4qcemy4k","<div class=""comprehension-box"">
                    <p>Was the setting a library?</p>
                    <p>Press <span class=""key-label"">F</span> for <strong>Yes</strong> &nbsp;|&nbsp;
                    Press <span class=""key-label"">J</span> for <strong>No</strong></p>
                </div>","f","P5","practice","practice","practice","p5","1","","","","","f","Yes","true"
"","696","feedback","html-keyboard-response","61","72812","0.0-61.0","4qcemy4k","<div class=""comprehension-box"">
                    <p class=""feedback-correct"">Correct!</p>
                    <p style=""margin-top:20px; font-size:16px; color:#555;"">
                    Press <span class=""key-label"">SPACE</span> to continue.
                    </p>
                </div>"," ","P5","practice","practice","practice","p5","1","","","","","","",""
"","null","fixation","html-keyboard-response","62","73313","0.0-62.0","4qcemy4k","<span class=""fixation"">+</span>","null","P6","practice","practice","practice","p6","1","","","","","","",""
"","490","prompt","html-keyboard-response","63","73804","0.0-63.0","4qcemy4k","<div class=""spr-display"">----- ------ --- ------ ----- ------ --------</div>
                <p style=""font-size:18px; color:#555; margin-top:20px;"">
                    Press <span class=""key-label"">SPACE</span> to begin reading.
                </p>"," ","P6","practice","practice","practice","p6","1","","","","","","",""
"","205","spr_word","html-keyboard-response","64","74010","0.0-64.0","4qcemy4k","<div class=""spr-display"">Maria ------ --- ------ ----- ------ --------</div>"," ","P6","practice","practice","practice","p6","1","Maria","0","7","false","","",""
"","218","spr_word","html-keyboard-response","65","74229","0.0-65.0","4qcemy4k","<div class=""spr-display"">Maria called --- ------ ----- ------ --------</div>"," ","P6","practice","practice","practice","p6","1","called","1","7","false","","",""
"","217","spr_word","html-keyboard-response","66","74447","0.0-66.0","4qcemy4k","<div class=""spr-display"">Maria called her ------ ----- ------ --------</div>"," ","P6","practice","practice","practice","p6","1","her","2","7","false","","",""
"","203","spr_word","html-keyboard-response","67","74651","0.0-67.0","4qcemy4k","<div class=""spr-display"">Maria called her sister ----- ------ --------</div>"," ","P6","practice","practice","practice","p6","1","sister","3","7","false","","",""
"","215","spr_word","html-keyboard-response","68","74866","0.0-68.0","4qcemy4k","<div class=""spr-display"">Maria called her sister every ------ --------</div>"," ","P6","practice","practice","practice","p6","1","every","4","7","false","","",""
"","242","spr_word","html-keyboard-response","69","75110","0.0-69.0","4qcemy4k","<div class=""spr-display"">Maria called her sister every Sunday --------</div>"," ","P6","practice","practice","practice","p6","1","Sunday","5","7","false","","",""
"","993","spr_word","html-keyboard-response","70","76104","0.0-70.0","4qcemy4k","<div class=""spr-display"">Maria called her sister every Sunday morning.</div>"," ","P6","practice","practice","practice","p6","1","morning.","6","7","false","","",""
"","1407","comprehension","html-keyboard-response","71","77513","0.0-71.0","4qcemy4k","<div class=""comprehension-box"">
                    <p>Did Maria call her brother?</p>
                    <p>Press <span class=""key-label"">F</span> for <strong>Yes</strong> &nbsp;|&nbsp;
                    Press <span class=""key-label"">J</span> for <strong>No</strong></p>
                </div>","j","P6","practice","practice","practice","p6","1","","","","","j","No","true"
"","527","feedback","html-keyboard-response","72","78041","0.0-72.0","4qcemy4k","<div class=""comprehension-box"">
                    <p class=""feedback-correct"">Correct!</p>
                    <p style=""margin-top:20px; font-size:16px; color:#555;"">
                    Press <span class=""key-label"">SPACE</span> to continue.
                    </p>
                </div>"," ","P6","practice","practice","practice","p6","1","","","","","","",""
"","4211","practice_end","html-keyboard-response","73","82253","0.0-73.0","4qcemy4k","<div style=""max-width:600px; margin:0 auto; text-align:center; line-height:1.8;"">
                <h2>Practice complete!</h2>
                <p>You are now ready to begin the main experiment.</p>
                <p>Remember:<br>
                    <span class=""key-label"">SPACE</span> - advance words<br>
                    <span class=""key-label"">F</span> - Yes &nbsp;|&nbsp;
                    <span class=""key-label"">J</span> - No
                </p>
                <p>Press <span class=""key-label"">SPACE</span> to start.</p>
                </div>"," ","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","74","82755","0.0-74.0","4qcemy4k","<span class=""fixation"">+</span>","null","161","1b_2a","a","17","1b_2a-17","0","","","","","","",""
"","649","prompt","html-keyboard-response","75","83405","0.0-75.0","4qcemy4k","<div class=""spr-display"">--- ------ ---------- --- --- ------- -------- ---- --- ------ ----- --------- ------- --- ----------- --------- --- ----- ---- - ---------</div>
                <p style=""font-size:18px; color:#555; margin-top:20px;"">
                    Press <span class=""key-label"">SPACE</span> to begin reading.
                </p>"," ","161","1b_2a","a","17","1b_2a-17","0","","","","","","",""
"","282","spr_word","html-keyboard-response","76","83688","0.0-76.0","4qcemy4k","<div class=""spr-display"">The ------ ---------- --- --- ------- -------- ---- --- ------ ----- --------- ------- --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","The","0","21","false","","",""
"","201","spr_word","html-keyboard-response","77","83889","0.0-77.0","4qcemy4k","<div class=""spr-display"">The rapper ---------- --- --- ------- -------- ---- --- ------ ----- --------- ------- --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","rapper","1","21","false","","",""
"","283","spr_word","html-keyboard-response","78","84173","0.0-78.0","4qcemy4k","<div class=""spr-display"">The rapper considered --- --- ------- -------- ---- --- ------ ----- --------- ------- --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","considered","2","21","false","","",""
"","565","spr_word","html-keyboard-response","79","84739","0.0-79.0","4qcemy4k","<div class=""spr-display"">The rapper considered who --- ------- -------- ---- --- ------ ----- --------- ------- --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","who","3","21","false","","",""
"","313","spr_word","html-keyboard-response","80","85053","0.0-80.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the ------- -------- ---- --- ------ ----- --------- ------- --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","the","4","21","false","","",""
"","329","spr_word","html-keyboard-response","81","85383","0.0-81.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy -------- ---- --- ------ ----- --------- ------- --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","sketchy","5","21","false","","",""
"","315","spr_word","html-keyboard-response","82","85699","0.0-82.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter ---- --- ------ ----- --------- ------- --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","promoter","6","21","false","","",""
"","297","spr_word","html-keyboard-response","83","85997","0.0-83.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that --- ------ ----- --------- ------- --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","that","7","21","false","","",""
"","305","spr_word","html-keyboard-response","84","86303","0.0-84.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the ------ ----- --------- ------- --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","the","8","21","false","","",""
"","295","spr_word","html-keyboard-response","85","86600","0.0-85.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the famous ----- --------- ------- --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","famous","9","21","false","","",""
"","362","spr_word","html-keyboard-response","86","86964","0.0-86.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the famous label --------- ------- --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","label","10","21","false","","",""
"","450","spr_word","html-keyboard-response","87","87415","0.0-87.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the famous label suggested ------- --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","suggested","11","21","false","","",""
"","471","spr_word","html-keyboard-response","88","87888","0.0-88.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the famous label suggested hastily --- ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","hastily","12","21","false","","",""
"","337","spr_word","html-keyboard-response","89","88226","0.0-89.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the famous label suggested hastily and ----------- --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","and","13","21","false","","",""
"","484","spr_word","html-keyboard-response","90","88711","0.0-90.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the famous label suggested hastily and obliviously --------- --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","obliviously","14","21","false","","",""
"","508","spr_word","html-keyboard-response","91","89220","0.0-91.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the famous label suggested hastily and obliviously discussed --- ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","discussed","15","21","false","","",""
"","422","spr_word","html-keyboard-response","92","89643","0.0-92.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the famous label suggested hastily and obliviously discussed the ----- ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","the","16","21","false","","",""
"","588","spr_word","html-keyboard-response","93","90232","0.0-93.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the famous label suggested hastily and obliviously discussed the album ---- - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","album","17","21","false","","",""
"","389","spr_word","html-keyboard-response","94","90622","0.0-94.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the famous label suggested hastily and obliviously discussed the album with - ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","with","18","21","false","","",""
"","493","spr_word","html-keyboard-response","95","91116","0.0-95.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the famous label suggested hastily and obliviously discussed the album with a ---------</div>"," ","161","1b_2a","a","17","1b_2a-17","0","a","19","21","false","","",""
"","3537","spr_word","html-keyboard-response","96","94655","0.0-96.0","4qcemy4k","<div class=""spr-display"">The rapper considered who the sketchy promoter that the famous label suggested hastily and obliviously discussed the album with a stranger.</div>"," ","161","1b_2a","a","17","1b_2a-17","0","stranger.","20","21","false","","",""
"","2504","comprehension","html-keyboard-response","97","97160","0.0-97.0","4qcemy4k","<div class=""comprehension-box"">
                    <p>Did the promoter discuss a film with a stranger?</p>
                    <p>Press <span class=""key-label"">F</span> for <strong>Yes</strong> &nbsp;|&nbsp;
                    Press <span class=""key-label"">J</span> for <strong>No</strong></p>
                </div>","f","161","1b_2a","a","17","1b_2a-17","0","","","","","j","Yes","false"
"","1694","feedback","html-keyboard-response","98","98855","0.0-98.0","4qcemy4k","<div class=""comprehension-box"">
                    <p class=""feedback-incorrect"">Incorrect</p>
                    <p style=""font-size:18px;"">The correct answer was <strong>No</strong>.</p>
                    <p style=""margin-top:20px; font-size:16px; color:#555;"">
                    Press <span class=""key-label"">SPACE</span> to continue.
                    </p>
                </div>"," ","161","1b_2a","a","17","1b_2a-17","0","","","","","","",""
"","null","fixation","html-keyboard-response","99","99357","0.0-99.0","4qcemy4k","<span class=""fixation"">+</span>","null","F51","filler","filler","filler","filler-51","0","","","","","","",""
"","490","prompt","html-keyboard-response","100","99847","0.0-100.0","4qcemy4k","<div class=""spr-display"">--- -------- ---- ---------- -- ---------- --- ------- ------</div>
                <p style=""font-size:18px; color:#555; margin-top:20px;"">
                    Press <span class=""key-label"">SPACE</span> to begin reading.
                </p>"," ","F51","filler","filler","filler","filler-51","0","","","","","","",""
"","472","spr_word","html-keyboard-response","101","100320","0.0-101.0","4qcemy4k","<div class=""spr-display"">The -------- ---- ---------- -- ---------- --- ------- ------</div>"," ","F51","filler","filler","filler","filler-51","0","The","0","9","false","","",""
"","403","spr_word","html-keyboard-response","102","100725","0.0-102.0","4qcemy4k","<div class=""spr-display"">The suspects ---- ---------- -- ---------- --- ------- ------</div>"," ","F51","filler","filler","filler","filler-51","0","suspects","1","9","false","","",""
"","467","spr_word","html-keyboard-response","103","101192","0.0-103.0","4qcemy4k","<div class=""spr-display"">The suspects were ---------- -- ---------- --- ------- ------</div>"," ","F51","filler","filler","filler","filler-51","0","were","2","9","false","","",""
"","522","spr_word","html-keyboard-response","104","101715","0.0-104.0","4qcemy4k","<div class=""spr-display"">The suspects were questioned -- ---------- --- ------- ------</div>"," ","F51","filler","filler","filler","filler-51","0","questioned","3","9","false","","",""
"","452","spr_word","html-keyboard-response","105","102168","0.0-105.0","4qcemy4k","<div class=""spr-display"">The suspects were questioned by ---------- --- ------- ------</div>"," ","F51","filler","filler","filler","filler-51","0","by","4","9","false","","",""
"","488","spr_word","html-keyboard-response","106","102656","0.0-106.0","4qcemy4k","<div class=""spr-display"">The suspects were questioned by detectives --- ------- ------</div>"," ","F51","filler","filler","filler","filler-51","0","detectives","5","9","false","","",""
"","421","spr_word","html-keyboard-response","107","103078","0.0-107.0","4qcemy4k","<div class=""spr-display"">The suspects were questioned by detectives for ------- ------</div>"," ","F51","filler","filler","filler","filler-51","0","for","6","9","false","","",""
"","431","spr_word","html-keyboard-response","108","103510","0.0-108.0","4qcemy4k","<div class=""spr-display"">The suspects were questioned by detectives for several ------</div>"," ","F51","filler","filler","filler","filler-51","0","several","7","9","false","","",""
"","435","spr_word","html-keyboard-response","109","103946","0.0-109.0","4qcemy4k","<div class=""spr-display"">The suspects were questioned by detectives for several hours.</div>"," ","F51","filler","filler","filler","filler-51","0","hours.","8","9","false","","",""
